speciesId,species_legacy_id,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution,validSpeciesId,taxonStatus
69139,62666,urn:lsid:nmbe.ch:spidersp:059707,Trachelidae,Falcaranea,maputensis,,"Haddad & Lyle",2024,0,"Zimbabwe, Mozambique, South Africa",,VALID
69140,62667,urn:lsid:nmbe.ch:spidersp:059708,Trachelidae,Trachecymbius,tyume,,"Haddad & Lyle",2024,0,"South Africa",,VALID
69141,62668,urn:lsid:nmbe.ch:spidersp:059709,Trachelidae,Trachecymbius,bosselaersi,,"Haddad & Lyle",2024,0,"South Africa",,VALID
69142,62669,urn:lsid:nmbe.ch:spidersp:059710,Trachelidae,Trachecymbius,felis,,"Haddad & Lyle",2024,0,"South Africa",,VALID
69143,62670,urn:lsid:nmbe.ch:spidersp:059711,Trachelidae,Trachecymbius,peterwebbi,,"Haddad & Lyle",2024,0,"South Africa",,VALID
69144,62671,urn:lsid:nmbe.ch:spidersp:059712,Trachelidae,Trachecymbius,umbella,,"Haddad & Lyle",2024,0,"South Africa",,VALID
69145,62672,urn:lsid:nmbe.ch:spidersp:059713,Xenoctenidae,Xenoctenus,kaatinga,,"Faustino-Magalhaes & Santos",2024,0,Brazil,,VALID
69146,62673,urn:lsid:nmbe.ch:spidersp:059714,Liphistiidae,Liphistius,dawei,,"Sivayyapram & Warrit",2024,0,Myanmar,,VALID
69147,62674,urn:lsid:nmbe.ch:spidersp:059715,Liphistiidae,Liphistius,choosaki,,"Sivayyapram& Warrit",2024,0,Thailand,,VALID
69148,62675,urn:lsid:nmbe.ch:spidersp:059716,Liphistiidae,Liphistius,lansak,,"Sivayyapram & Warrit",2024,0,Thailand,,VALID
69149,62676,urn:lsid:nmbe.ch:spidersp:059717,Liphistiidae,Liphistius,kaengkhoi,,"Sivayyapram & Warrit",2024,0,Thailand,,VALID
69150,62677,urn:lsid:nmbe.ch:spidersp:059718,Liphistiidae,Liphistius,hintung,,"Sivayyapram & Warrit",2024,0,Thailand,,VALID
69151,62678,urn:lsid:nmbe.ch:spidersp:059719,Liphistiidae,Liphistius,buyphradi,,"Sivayyapram & Warrit",2024,0,Thailand,,VALID
69152,62679,urn:lsid:nmbe.ch:spidersp:059720,Liphistiidae,Liphistius,champakpheaw,,"Sivayyapram & Warrit",2024,0,Thailand,,VALID
69153,62680,urn:lsid:nmbe.ch:spidersp:059721,Thomisidae,Thomisus,aruni,,"Biswas & Raychaudhuri",2023,0,Bangladesh,,VALID
69154,62681,urn:lsid:nmbe.ch:spidersp:059722,Salticidae,Plexippoides,subvalidus,,"Zhou, Li, Wang & Liu",2023,0,China,,VALID
69155,62682,urn:lsid:nmbe.ch:spidersp:059724,Agelenidae,Troglocoelotes,doul,,"Lin & Li",2024,0,China,,VALID
69156,62683,urn:lsid:nmbe.ch:spidersp:059725,Agelenidae,Troglocoelotes,ruanxiaowu,,"Lin & Li",2024,0,China,,VALID
69157,62684,urn:lsid:nmbe.ch:spidersp:059726,Lathyidae,Langlibaitiao,zhangshun,,"Lin & Li",2024,0,"China (Hainan)",,VALID
69158,62685,urn:lsid:nmbe.ch:spidersp:059727,Hahniidae,Hahnia,zhuyifani,,"Lin & Li",2024,0,China,,VALID
69159,62686,urn:lsid:nmbe.ch:spidersp:059728,Liocranidae,Platnick,xintongi,,"Lin & Li",2024,0,China,,VALID
69160,62687,urn:lsid:nmbe.ch:spidersp:059729,Macrobunidae,Funny,yanqing,,"Lin & Li",2024,0,China,,VALID
69161,62688,urn:lsid:nmbe.ch:spidersp:059731,Macrobunidae,Huoyanluo,ruanxiaoqi,,"Lin & Li",2024,0,China,,VALID
69162,62689,urn:lsid:nmbe.ch:spidersp:059732,Macrobunidae,Huoyanluo,zhangzezhongi,,"Lin & Li",2024,0,China,,VALID
69163,62690,urn:lsid:nmbe.ch:spidersp:059733,Mysmenidae,Trogloneta,yangxiong,,"Lin & Li",2024,1,China,28673,SYNONYM
69164,62691,urn:lsid:nmbe.ch:spidersp:059734,Nemesiidae,Raveniola,shixiu,,"Lin, Wang & Li",2024,0,China,,VALID
69165,62692,urn:lsid:nmbe.ch:spidersp:059735,Nemesiidae,Raveniola,xiezhen,,"Lin, Wang & Li",2024,0,China,,VALID
69166,62693,urn:lsid:nmbe.ch:spidersp:059736,Nesticidae,Speleoticus,sicet,,"Lin & Li",2024,0,China,,VALID
69167,62694,urn:lsid:nmbe.ch:spidersp:059737,Ochyroceratidae,Speocera,yiduoi,,"Lin & Li",2024,0,China,,VALID
69168,62695,urn:lsid:nmbe.ch:spidersp:059738,Oecobiidae,Uroctea,chenyui,,"Lin & Li",2024,0,China,,VALID
69169,62696,urn:lsid:nmbe.ch:spidersp:059739,Oonopidae,Orchestina,xiebao,,"Lin & Li",2024,0,China,,VALID
69170,62697,urn:lsid:nmbe.ch:spidersp:059740,Philodromidae,Apollophanes,lujiani,,"Lin & Li",2024,0,China,,VALID
69171,62698,urn:lsid:nmbe.ch:spidersp:059741,Philodromidae,Psellonus,dawanqu,,"Lin & Li",2024,0,China,,VALID
69172,62699,urn:lsid:nmbe.ch:spidersp:059742,Salticidae,Coccorchestes,spark,,"Lin & Li",2024,0,"Indonesia (New Guinea)",,VALID
69173,62700,urn:lsid:nmbe.ch:spidersp:059743,Salticidae,Onomastus,zhuwu,,"Lin & Li",2024,0,China,,VALID
69174,62701,urn:lsid:nmbe.ch:spidersp:059744,Salticidae,Synagelides,huangxin,,"Lin & Li",2024,0,China,,VALID
69175,62702,urn:lsid:nmbe.ch:spidersp:059745,Sparassidae,Thelcticopis,chongzu,,"Lin & Li",2024,0,China,,VALID
69176,62703,urn:lsid:nmbe.ch:spidersp:059746,Symphytognathidae,Kirinua,zhengqizhangi,,"Lin & Li",2024,0,China,,VALID
69177,62704,urn:lsid:nmbe.ch:spidersp:059747,Synotaxidae,Tekellina,haosiwen,,"Lin & Li",2024,0,China,,VALID
69178,62705,urn:lsid:nmbe.ch:spidersp:059748,Synotaxidae,Tekellina,huihangi,,"Lin & Li",2024,0,China,,VALID
69179,62706,urn:lsid:nmbe.ch:spidersp:059749,Linyphiidae,Oilinyphia,pengqi,,"Lin & Li",2024,1,China,,VALID
69180,62707,urn:lsid:nmbe.ch:spidersp:059750,Theridiidae,Coscinida,hantao,,"Lin & Li",2024,0,China,,VALID
69181,62708,urn:lsid:nmbe.ch:spidersp:059751,Theridiidae,Gushangzao,shiqian,,"Lin & Li",2024,0,China,,VALID
69182,62709,urn:lsid:nmbe.ch:spidersp:059752,Theridiidae,Gushangzao,goemon,,"Lin & Li",2024,0,"Japan (Ryukyu Is.), China",,VALID
69183,62710,urn:lsid:nmbe.ch:spidersp:059753,Theridiidae,Gyro,zeppeli,,"Lin & Li",2024,0,China,,VALID
69184,62711,urn:lsid:nmbe.ch:spidersp:059754,Theridiidae,Theridion,chenzhangfui,,"Lin & Li",2024,0,China,,VALID
69185,62712,urn:lsid:nmbe.ch:spidersp:059755,Theridiidae,Lasaeola,xuanzan,,"Lin & Li",2024,1,China,,VALID
69186,62713,urn:lsid:nmbe.ch:spidersp:059756,Theridiosomatidae,Coddingtonia,chenyufengi,,"Lin & Li",2024,0,Vietnam,,VALID
69187,62714,urn:lsid:nmbe.ch:spidersp:059757,Theridiosomatidae,Sennin,zhangxinae,,"Lin & Li",2024,0,Vietnam,,VALID
69188,62715,urn:lsid:nmbe.ch:spidersp:059758,Zodariidae,Mallinella,zhoushengboi,,"Lin & Li",2024,0,China,,VALID
69189,62716,urn:lsid:nmbe.ch:spidersp:059759,Leptonetidae,Leptonetela,dawu,,"Yao & Liu",2024,0,China,,VALID
69190,62717,urn:lsid:nmbe.ch:spidersp:059760,Leptonetidae,Leptonetela,yuanhaoi,,"Yao & Liu",2024,0,China,,VALID
69191,62718,urn:lsid:nmbe.ch:spidersp:059761,Leptonetidae,Leptonetela,zuojiashanensis,,"Yao & Liu",2024,0,China,,VALID
69192,62719,urn:lsid:nmbe.ch:spidersp:059762,Leptonetidae,Longileptoneta,guadunensis,,"Yao & Liu",2024,0,China,,VALID
69193,62720,urn:lsid:nmbe.ch:spidersp:059763,Leptonetidae,Longileptoneta,huboliao,,"Yao & Liu",2024,0,China,,VALID
69194,62721,urn:lsid:nmbe.ch:spidersp:059764,Leptonetidae,Longileptoneta,jiaxiani,,"Yao & Liu",2024,0,China,,VALID
69195,62722,urn:lsid:nmbe.ch:spidersp:059765,Leptonetidae,Longileptoneta,letuensis,,"Yao & Liu",2024,0,China,,VALID
69196,62723,urn:lsid:nmbe.ch:spidersp:059766,Leptonetidae,Longileptoneta,renzhouensis,,"Yao & Liu",2024,0,China,,VALID
69197,62724,urn:lsid:nmbe.ch:spidersp:059767,Leptonetidae,Longileptoneta,tianmenensis,,"Yao & Liu",2024,0,China,,VALID
69198,62725,urn:lsid:nmbe.ch:spidersp:059768,Leptonetidae,Pararana,mingxuani,,"Yao & Liu",2024,0,China,,VALID
69199,62726,urn:lsid:nmbe.ch:spidersp:059769,Gnaphosidae,Hotwheels,sisyphus,,"Liu & Zhang",2024,0,China,,VALID
69200,62727,urn:lsid:nmbe.ch:spidersp:059770,Gnaphosidae,Xizangiana,plankton,,"Liu & Zhang",2024,0,China,,VALID
69201,62728,urn:lsid:nmbe.ch:spidersp:059771,Salticidae,Afraflacilla,goaensis,,"Gawas & Tripathi",2024,0,India,,VALID
69202,62729,urn:lsid:nmbe.ch:spidersp:059783,Theridiidae,Parasteatoda,urticae,,Walckenaer,1802,1,France,45793,SYNONYM
69203,62730,urn:lsid:nmbe.ch:spidersp:059784,Theridiidae,Parasteatoda,vulgaris,,Hentz,1850,1,USA,45809,SYNONYM
69204,62731,urn:lsid:nmbe.ch:spidersp:059785,Theridiidae,Parasteatoda,marmorea,,Holmberg,1876,1,Argentina,45809,SYNONYM
69205,62732,urn:lsid:nmbe.ch:spidersp:059786,Theridiidae,Parasteatoda,varia,,Urquhart,1886,1,"New Zealand",45809,SYNONYM
69206,62733,urn:lsid:nmbe.ch:spidersp:059798,Linyphiidae,Pelecopsis,thoracata,,"O. Pickard-Cambridge",1875,1,Europe,23872,SYNONYM
69207,62734,urn:lsid:nmbe.ch:spidersp:059799,Linyphiidae,Pelecopsis,miniakiana,,Emerton,1919,1,Canada,23846,SYNONYM
69208,62735,urn:lsid:nmbe.ch:spidersp:059800,Linyphiidae,Pelecopsis,inaequalis,,"C. L. Koch",1841,1,Germany,23822,SYNONYM
69209,62736,urn:lsid:nmbe.ch:spidersp:059801,Linyphiidae,Pelecopsis,dicholopha,,Menge,1868,1,Poland,23822,SYNONYM
69210,62737,urn:lsid:nmbe.ch:spidersp:059811,Salticidae,Phintella,dentis,,"Sudhin, Caleb & Sen",2024,0,India,,VALID
69211,62738,urn:lsid:nmbe.ch:spidersp:059812,Salticidae,Phintella,handersoni,,"Sen, Sudhin & Caleb",2024,0,"India, China, Vietnam",,VALID
69212,62739,urn:lsid:nmbe.ch:spidersp:059813,Salticidae,Phintella,luna,,"Sudhin, Sen & Caleb",2024,0,India,,VALID
69213,62740,urn:lsid:nmbe.ch:spidersp:059814,Salticidae,Phintella,rajbharathi,,"Caleb, Sudhin & Sen",2024,0,India,,VALID
69214,62741,urn:lsid:nmbe.ch:spidersp:059855,Linyphiidae,Kaestneria,quaterna,,Walckenaer,1841,1,France,22484,SYNONYM
69215,62742,urn:lsid:nmbe.ch:spidersp:059856,Linyphiidae,Kaestneria,claytoniae,,Blackwall,1841,1,Britain,22484,SYNONYM
69216,62743,urn:lsid:nmbe.ch:spidersp:059857,Linyphiidae,Kaestneria,laminata,,"C. L. Koch",1845,1,Germany,22484,SYNONYM
69217,62744,urn:lsid:nmbe.ch:spidersp:059858,Linyphiidae,Kaestneria,pernix,,Blackwall,1852,1,Britain,22484,SYNONYM
69218,62745,urn:lsid:nmbe.ch:spidersp:059859,Linyphiidae,Kaestneria,anthracina,,Blackwall,1852,1,Britain,22484,SYNONYM
69219,62746,urn:lsid:nmbe.ch:spidersp:059860,Linyphiidae,Kaestneria,vittata,,Grube,1859,1,Estonia,22484,SYNONYM
69220,62747,urn:lsid:nmbe.ch:spidersp:059862,Theridiidae,Steatoda,albolunata,,"Martini & Goeze",1778,1,Europe,46066,SYNONYM
69221,62748,urn:lsid:nmbe.ch:spidersp:059863,Theridiidae,Steatoda,maculata,,Olivier,1789,1,Europe,46066,SYNONYM
69222,62749,urn:lsid:nmbe.ch:spidersp:059864,Theridiidae,Steatoda,dispar,,Sundevall,1831,1,Sweden,46066,SYNONYM
69223,62750,urn:lsid:nmbe.ch:spidersp:059865,Theridiidae,Steatoda,anchorum,,Hahn,1836,1,Germany,46066,SYNONYM
69224,62751,urn:lsid:nmbe.ch:spidersp:059866,Thomisidae,Talaus,yuyang,,"Yao & Liu",2024,0,China,,VALID
69225,62752,urn:lsid:nmbe.ch:spidersp:059867,Thomisidae,Talaus,zhangjiangkou,,"Yao & Liu",2024,0,China,,VALID
69226,62753,urn:lsid:nmbe.ch:spidersp:059868,Theridiidae,Steatoda,vittata,,Keyserling,1884,1,Brazil,46070,SYNONYM
69227,62754,urn:lsid:nmbe.ch:spidersp:059869,Theridiidae,Steatoda,laeta,,"O. Pickard-Cambridge",1896,1,"Costa Rica",46070,SYNONYM
69228,62755,urn:lsid:nmbe.ch:spidersp:059870,Mimetidae,Ero,lizae,,"Sherwood, Henrard, Peters, Price, Hall, White, Grignet & Wilkins",2024,0,"St. Helena",,VALID
69229,62756,urn:lsid:nmbe.ch:spidersp:059871,Mimetidae,Ero,natashae,,"Sherwood, Henrard, Peters, Price, Hall, White, Grignet & Wilkins",2024,0,"St. Helena",,VALID
69230,62757,urn:lsid:nmbe.ch:spidersp:059874,Sicariidae,Loxosceles,boqueirao,,"Bertani & Gallão",2024,0,Brazil,,VALID
69231,62758,urn:lsid:nmbe.ch:spidersp:059875,Sicariidae,Loxosceles,planetaria,,"Bertani & Gallão",2024,0,Brazil,,VALID
69232,62759,urn:lsid:nmbe.ch:spidersp:059876,Sicariidae,Loxosceles,bodoquena,,"Bertani & Gallão",2024,0,Brazil,,VALID
69233,62760,urn:lsid:nmbe.ch:spidersp:059890,Liocranidae,Agroeca,repens,,Emerton,1894,0,Canada,51509,SYNONYM
69234,62761,urn:lsid:nmbe.ch:spidersp:059891,Liocranidae,Agroeca,monroensis,,Kaston,1938,1,USA,51509,SYNONYM
69235,62762,urn:lsid:nmbe.ch:spidersp:059897,Araneidae,Gea,jingdong,,"Mi, Wang & Gan",2024,0,"India, China",,VALID
69236,62763,urn:lsid:nmbe.ch:spidersp:059912,Linyphiidae,Allomengea,rufa,,Westring,1851,1,Sweden,20929,SYNONYM
69237,62764,urn:lsid:nmbe.ch:spidersp:059913,Linyphiidae,Allomengea,cristata,,Menge,1866,1,Poland,20929,SYNONYM
69238,62765,urn:lsid:nmbe.ch:spidersp:059914,Linyphiidae,Allomengea,probabilis,,"O. Pickard-Cambridge",1909,1,Britain,20930,SYNONYM
69239,62766,urn:lsid:nmbe.ch:spidersp:059916,Cheiracanthiidae,Cheiracanthium,bawanglingense,,"Li & Zhang",2024,0,"China (Hainan)",,VALID
69240,62767,urn:lsid:nmbe.ch:spidersp:059917,Cheiracanthiidae,Cheiracanthium,hainanense,,"Li & Zhang",2024,1,"China (Hainan)",,VALID
69241,62768,urn:lsid:nmbe.ch:spidersp:059927,Cheiracanthiidae,Cheiracanthium,paradjacens,,"Chen & Gao",1990,0,China,56388,SYNONYM
69242,62769,urn:lsid:nmbe.ch:spidersp:059928,Gnaphosidae,Dai,jinchii,,"Liu & Zhang",2024,0,China,,VALID
69243,62770,urn:lsid:nmbe.ch:spidersp:059929,Gnaphosidae,Dai,jijiao,,"Liu & Zhang",2024,0,China,,VALID
69244,62771,urn:lsid:nmbe.ch:spidersp:059939,Linyphiidae,Stemonyphantes,trilineatus,,Linnaeus,1767,1,Europe,24403,SYNONYM
69245,62772,urn:lsid:nmbe.ch:spidersp:059940,Linyphiidae,Stemonyphantes,albomaculatus,,Sundevall,1831,1,Sweden,24403,SYNONYM
69246,62773,urn:lsid:nmbe.ch:spidersp:059941,Linyphiidae,Stemonyphantes,reticulatus,,Hahn,1834,1,"France, Germany",24403,SYNONYM
69247,62774,urn:lsid:nmbe.ch:spidersp:059942,Linyphiidae,Stemonyphantes,graminicolens,,Blackwall,1843,1,Britain,24403,SYNONYM
69248,62775,urn:lsid:nmbe.ch:spidersp:059943,Salticidae,Ghatippus,paschima,,"Marathe & Maddison",2024,0,India,,VALID
69249,62776,urn:lsid:nmbe.ch:spidersp:059944,Dysderidae,Dysdera,jaegeri,,"Bellvert & Dimitrov",2024,0,"Turkey, Syria",,VALID
69250,62777,urn:lsid:nmbe.ch:spidersp:059945,Dysderidae,Dysdera,naouelae,,"Bellvert & Dimitrov",2024,0,"Central Asia (""Turkestan"")",,VALID
69251,62778,urn:lsid:nmbe.ch:spidersp:059946,Dysderidae,Dysdera,kourosh,,"Bellvert, Zamani & Dimitrov",2024,0,Iran,,VALID
69252,62779,urn:lsid:nmbe.ch:spidersp:059947,Sparassidae,Uaiuara,zungarococha,,Rheims,2024,0,Peru,,VALID
69253,62780,urn:lsid:nmbe.ch:spidersp:059956,Gnaphosidae,Cryptodrassus,liyanicus,,"Zamani & Marusik",2024,0,Iran,,VALID
69254,62781,urn:lsid:nmbe.ch:spidersp:059957,Gnaphosidae,Talanites,farsensis,,"Zamani & Marusik",2024,0,Iran,,VALID
69255,62782,urn:lsid:nmbe.ch:spidersp:059958,Liocranidae,Mesiotelus,khorasanicus,,"Zamani & Marusik",2024,0,Iran,,VALID
69256,62783,urn:lsid:nmbe.ch:spidersp:059959,Titanoecidae,Nurscia,minuscula,,"Zamani & Marusik",2024,0,Iran,,VALID
69257,62784,urn:lsid:nmbe.ch:spidersp:059963,Salticidae,Tullgrenella,legalissima,,"Marta & Hagopián",2024,0,"Brazil, Uruguay",,VALID
69258,62785,urn:lsid:nmbe.ch:spidersp:059964,Salticidae,Tullgrenella,aisenbergae,,Marta,2024,0,Brazil,,VALID
69259,62786,urn:lsid:nmbe.ch:spidersp:059965,Salticidae,Tullgrenella,sciosciae,,"Marta & Bustamante",2024,0,Brazil,,VALID
69260,62787,urn:lsid:nmbe.ch:spidersp:059966,Salticidae,Tullgrenella,galianoae,,Marta,2024,0,Brazil,,VALID
69261,62788,urn:lsid:nmbe.ch:spidersp:059967,Lycosidae,Artoriopsis,dubia,,"do Prado & Framenau",2024,0,"Australia (Western Australia)",,VALID
69262,62789,urn:lsid:nmbe.ch:spidersp:059968,Linyphiidae,Vermontia,unidentata,,Emerton,1917,1,USA,24915,SYNONYM
69263,62790,urn:lsid:nmbe.ch:spidersp:059969,Linyphiidae,Zornella,mathiseni,,Jackson,1932,0,Norway,25145,SYNONYM
69264,62791,urn:lsid:nmbe.ch:spidersp:059977,Linyphiidae,Cnephalocotes,impolitus,,Westring,1861,1,Sweden,21508,SYNONYM
69265,62792,urn:lsid:nmbe.ch:spidersp:059987,Pholcidae,Papiamenta,bonay,,Huber,2024,0,Bonaire,,VALID
69266,62793,urn:lsid:nmbe.ch:spidersp:059997,Linyphiidae,Walckenaeria,tibialis,,"C. L. Koch",1836,1,Germany,24939,SYNONYM
69267,62794,urn:lsid:nmbe.ch:spidersp:059998,Linyphiidae,Walckenaeria,apicata,,Blackwall,1841,0,Britain,24939,SYNONYM
69268,62795,urn:lsid:nmbe.ch:spidersp:059999,Linyphiidae,Walckenaeria,melanocephala,,"O. Pickard-Cambridge",1881,0,Europe,24944,SYNONYM
69269,62796,urn:lsid:nmbe.ch:spidersp:060000,Linyphiidae,Walckenaeria,decipiens,,Kulczyński,1882,1,Poland,24944,SYNONYM
69270,62797,urn:lsid:nmbe.ch:spidersp:060001,Linyphiidae,Walckenaeria,glaphyra,,Simon,1882,1,France,24944,SYNONYM
69271,62798,urn:lsid:nmbe.ch:spidersp:060002,Linyphiidae,Walckenaeria,pudens,,"O. Pickard-Cambridge",1873,1,Britain,24957,SYNONYM
69272,62799,urn:lsid:nmbe.ch:spidersp:060003,Linyphiidae,Walckenaeria,montana,,Emerton,1882,1,USA,24959,SYNONYM
69273,62800,urn:lsid:nmbe.ch:spidersp:060004,Linyphiidae,Walckenaeria,nequam,,"O. Pickard-Cambridge",1896,0,Britain,24979,SYNONYM
69274,62801,urn:lsid:nmbe.ch:spidersp:060005,Linyphiidae,Walckenaeria,incerta,,"O. Pickard-Cambridge",1903,1,Britain,24979,SYNONYM
69275,62802,urn:lsid:nmbe.ch:spidersp:060006,Lycosidae,Arctosa,ayaymama,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,"Colombia, Peru",,VALID
69276,62803,urn:lsid:nmbe.ch:spidersp:060007,Lycosidae,Arctosa,conflicta,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,"Colombia, Ecuador, Peru",,VALID
69277,62804,urn:lsid:nmbe.ch:spidersp:060008,Lycosidae,Arctosa,costenola,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,Colombia,,VALID
69278,62805,urn:lsid:nmbe.ch:spidersp:060009,Lycosidae,Arctosa,jibarosa,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,"Colombia, Ecuador, Peru",,VALID
69279,62806,urn:lsid:nmbe.ch:spidersp:060010,Lycosidae,Arctosa,mineira,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,Brazil,,VALID
69280,62807,urn:lsid:nmbe.ch:spidersp:060011,Lycosidae,Arctosa,pacaya,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,Peru,,VALID
69281,62808,urn:lsid:nmbe.ch:spidersp:060013,Lycosidae,Arctosa,villa,,"Paredes-Munguía, Brescovit & Teixeira",2024,0,Peru,,VALID
69282,62809,urn:lsid:nmbe.ch:spidersp:060014,Palpimanidae,Fernandezina,fernandoi,,"Carvalho, Braga-Pereira & Santos",2024,0,Brazil,,VALID
69283,62810,urn:lsid:nmbe.ch:spidersp:060015,Palpimanidae,Fernandezina,angeloi,,"Carvalho, Braga-Pereira & Santos",2024,0,Brazil,,VALID
69284,62811,urn:lsid:nmbe.ch:spidersp:060016,Linyphiidae,Walckenaeria,clara,,"O. Pickard-Cambridge",1873,1,Britain,24980,SYNONYM
69285,62812,urn:lsid:nmbe.ch:spidersp:060017,Linyphiidae,Walckenaeria,provida,,"O. Pickard-Cambridge",1875,1,USA,24988,SYNONYM
69286,62813,urn:lsid:nmbe.ch:spidersp:060018,Linyphiidae,Walckenaeria,miniata,,Banks,1892,1,USA,24988,SYNONYM
69287,62814,urn:lsid:nmbe.ch:spidersp:060019,Linyphiidae,Walckenaeria,longior,,Banks,1892,1,USA,24988,SYNONYM
69288,62815,urn:lsid:nmbe.ch:spidersp:060020,Linyphiidae,Walckenaeria,warburtoni,,"O. Pickard-Cambridge",1903,0,Britain,24993,SYNONYM
69289,62816,urn:lsid:nmbe.ch:spidersp:060021,Salticidae,Attulus,jimani,,"Wang, Mi & Li",2024,0,China,,VALID
69290,62817,urn:lsid:nmbe.ch:spidersp:060022,Salticidae,Colaxes,cibagou,,"Wang, Mi & Li",2024,0,China,,VALID
69291,62818,urn:lsid:nmbe.ch:spidersp:060023,Salticidae,Epeus,pengi,,"Wang, Mi & Li",2024,0,China,,VALID
69292,62819,urn:lsid:nmbe.ch:spidersp:060024,Salticidae,Evarcha,zayu,,"Wang, Mi & Li",2024,0,China,,VALID
69293,62820,urn:lsid:nmbe.ch:spidersp:060025,Salticidae,Icius,zang,,"Wang, Mi & Li",2024,0,China,,VALID
69294,62821,urn:lsid:nmbe.ch:spidersp:060026,Salticidae,Pancorius,nyingchi,,"Wang, Mi & Li",2024,0,China,,VALID
69295,62822,urn:lsid:nmbe.ch:spidersp:060027,Salticidae,Stertinius,liqingae,,"Wang, Mi & Li",2024,0,China,,VALID
69296,62823,urn:lsid:nmbe.ch:spidersp:060028,Salticidae,Synagelides,medog,,"Wang, Mi & Li",2024,0,China,,VALID
69297,62824,urn:lsid:nmbe.ch:spidersp:060029,Salticidae,Synagelides,tianquan,,"Wang, Mi & Li",2024,0,China,,VALID
69298,62825,urn:lsid:nmbe.ch:spidersp:060030,Salticidae,Yaginumaella,erlang,,"Wang, Mi & Li",2024,0,China,,VALID
69299,62826,urn:lsid:nmbe.ch:spidersp:060031,Trachelidae,Corniclypeus,simplex,,"Jin, Li & Zhang",2024,1,China,,VALID
69300,62827,urn:lsid:nmbe.ch:spidersp:060032,Ctenizidae,Cteniza,fodiens,,Walckenaer,1805,1,"France, Italy",14768,SYNONYM
69301,62828,urn:lsid:nmbe.ch:spidersp:060039,Ctenizidae,Cyrtocarenum,arianum,,Walckenaer,1837,1,Greece,14776,SYNONYM
69302,62829,urn:lsid:nmbe.ch:spidersp:060040,Ctenizidae,Cyrtocarenum,corcyraeum,,Thorell,1870,1,"Greece (Crete)",14776,SYNONYM
69303,62830,urn:lsid:nmbe.ch:spidersp:060041,Ctenizidae,Cyrtocarenum,orientale,,Ausserer,1871,1,Turkey,14776,SYNONYM
69304,62831,urn:lsid:nmbe.ch:spidersp:060042,Thomisidae,Xysticus,comptulus,,Simon,1873,0,"France (Corsica)",48977,SYNONYM
69305,62832,urn:lsid:nmbe.ch:spidersp:060043,Dictynidae,Marilynia,scalaris,,Canestrini,1873,1,Italy,15980,SYNONYM
69306,62833,urn:lsid:nmbe.ch:spidersp:060044,Pholcidae,Pholcus,jiaozuo,,"Yang & Yao",2024,0,China,,VALID
69307,62834,urn:lsid:nmbe.ch:spidersp:060045,Pholcidae,Pholcus,luonan,,"Yang & Yao",2024,0,China,,VALID
69308,62835,urn:lsid:nmbe.ch:spidersp:060046,Pholcidae,Pholcus,luoyang,,"Yang & Yao",2024,0,China,,VALID
69309,62836,urn:lsid:nmbe.ch:spidersp:060047,Pholcidae,Pholcus,lushan,,"Yang & Yao",2024,0,China,,VALID
69310,62837,urn:lsid:nmbe.ch:spidersp:060048,Pholcidae,Pholcus,shangluo,,"Yang & Yao",2024,0,China,,VALID
69311,62838,urn:lsid:nmbe.ch:spidersp:060049,Pholcidae,Pholcus,weinan,,"Yang & Yao",2024,0,China,,VALID
69312,62839,urn:lsid:nmbe.ch:spidersp:060050,Pholcidae,Pholcus,yuncheng,,"Yang & Yao",2024,0,China,,VALID
69313,62840,urn:lsid:nmbe.ch:spidersp:060051,Nemesiidae,Nemesia,bosmansi,,Decae,2024,0,Italy,,VALID
69314,62841,urn:lsid:nmbe.ch:spidersp:060052,Araneidae,Eustala,davalosae,,"Pett & Pai-Gibson",2024,0,Paraguay,,VALID
69315,62842,urn:lsid:nmbe.ch:spidersp:060053,Araneidae,Kaira,mbywangiae,,"Pett & Pai-Gibson",2024,0,Paraguay,,VALID
69316,62843,urn:lsid:nmbe.ch:spidersp:060054,Araneidae,Mangora,sandovalae,,"Pett & Pai-Gibson",2024,0,Paraguay,,VALID
69317,62844,urn:lsid:nmbe.ch:spidersp:060055,Theraphosidae,Cymbiapophysa,ashily,,"Ghia, Peñaherrera-R., Sherwood & Gabriel",2024,0,Ecuador,,VALID
69318,62845,urn:lsid:nmbe.ch:spidersp:060056,Theraphosidae,Cyclosternum,matildeae,,"Peñaherrera-R., Sherwood, Gabriel & Ghia",2024,1,Ecuador,,VALID
69319,62846,urn:lsid:nmbe.ch:spidersp:060057,Theraphosidae,Cymbiapophysa,otongachi,,"Peñaherrera-R., Ghia, Sherwood & Gabriel",2024,0,Ecuador,,VALID
69320,62847,urn:lsid:nmbe.ch:spidersp:060058,Theraphosidae,Cymbiapophysa,yumbos,,"Peñaherrera-R., Ghia, Sherwood & Gabriel",2024,0,Ecuador,,VALID
69321,62848,urn:lsid:nmbe.ch:spidersp:060059,Gnaphosidae,Poecilochroa,exoculata,,Lissner,2024,0,"Canary Is.",,VALID
